RSRP,RSRQ,RSSI,SINR,FB,EI,CI,network,LATITUDE,LONGITUDE,Hb,id,Husr,deltaH,L,D,the,phi,RSP
-80,-9,-67,2.1,1650,751630,21,0,24.827807,102.848278,1998,396,1970,28,73.29,78.46,253.61,-20.93,3.4
-80,-9,-67,2.1,1650,751630,21,0,24.827815,102.84827,1998,397,1970,28,73.79,78.92,254.39,-20.8,3.4
-82,-10,-67,2,1650,751630,21,0,24.827833,102.84826,1998,398,1970,28,74.21,79.32,255.96,-20.7,3.4
-82,-10,-67,2,1650,751630,21,0,24.827845,102.848253,1998,399,1970,28,74.55,79.63,257.01,-20.61,3.4
-80,-9,-71,2.1,1650,751630,21,0,24.827857,102.848247,1998,400,1970,28,74.83,79.9,258.02,-20.54,3.4
-80,-9,-71,2.1,1650,751630,21,0,24.827867,102.848243,1998,401,1972,26,74.98,79.36,258.84,-19.15,3.4
-81,-9,-71,2.1,1650,751630,21,0,24.827887,102.848237,1998,402,1972,26,75.14,79.51,260.45,-19.11,3.4
-81,-9,-71,2.1,1650,751630,21,0,24.827897,102.848235,1998,403,1972,26,75.15,79.52,261.24,-19.11,3.4
-86,-13,-71,2,1650,751630,21,0,24.827907,102.848232,1998,404,1972,26,75.27,79.63,262.03,-19.08,3.4
-86,-13,-71,2,1650,751630,21,0,24.827927,102.848225,1998,405,1972,26,75.67,80.01,263.63,-18.99,3.4
-84,-10,-71,1.9,1650,751630,21,0,24.827937,102.848222,1998,406,1972,26,75.85,80.18,264.41,-18.95,3.4
-84,-10,-71,1.9,1650,751630,21,0,24.827937,102.848222,1998,407,1972,26,75.85,80.18,264.41,-18.95,3.4
-83,-10,-75,2,1650,751630,21,0,24.827955,102.84822,1998,408,1972,26,75.86,80.19,265.79,-18.95,3.4
-83,-10,-75,2,1650,751630,21,0,24.827965,102.848212,1998,409,1972,26,76.59,80.88,266.59,-18.78,3.4
-84,-13,-75,2.1,1650,751630,21,0,24.827975,102.848203,1998,410,1972,26,77.43,81.68,267.38,-18.59,3.4
-84,-13,-75,2.1,1650,751630,21,0,24.827985,102.848195,1998,411,1972,26,78.19,82.4,268.15,-18.42,3.4
-85,-12,-75,2,1650,751630,21,0,24.827993,102.84819,1998,412,1972,26,78.67,82.86,268.75,-18.32,3.4
-85,-12,-75,2,1650,751630,21,0,24.82801,102.848173,1998,413,1972,26,80.37,84.47,270,-17.96,3.4
-80,-9,-75,2.1,1650,751630,31,0,24.82801,102.848173,1998,414,1972,26,80.37,84.47,270,-17.96,3.4
-80,-9,-75,2.1,1650,751630,31,0,24.828027,102.848158,1998,415,1972,26,81.9,85.93,271.2,-17.64,3.4
-82,-10,-75,2,1650,751630,31,0,24.828027,102.848158,1998,416,1972,26,81.9,85.93,271.2,-17.64,3.4
-73,-11,-71,9.7,1650,751630,31,0,24.82804,102.848148,1998,417,1972,26,82.96,86.94,272.1,-17.43,3.4
-83,-11,-71,2,1650,751630,31,0,24.82805,102.848142,1998,418,1972,26,83.62,87.57,272.77,-17.3,3.4
-83,-11,-71,2,1650,751630,31,0,24.82806,102.848135,1998,419,1972,26,84.39,88.3,273.44,-17.15,3.4
-82,-10,-71,2,1650,751630,31,0,24.828078,102.848122,1998,420,1972,26,85.85,89.7,274.6,-16.88,3.4
-82,-10,-71,2,1650,751630,31,0,24.828087,102.848117,1998,421,1972,26,86.45,90.28,275.17,-16.77,3.4
-82,-8,-71,2,1650,751630,31,0,24.828095,102.84811,1998,422,1972,26,87.24,91.03,275.66,-16.62,3.4
-82,-8,-71,2,1650,751630,31,0,24.828105,102.848103,1998,423,1972,26,88.07,91.83,276.27,-16.47,3.4
-84,-11,-71,2,1650,751630,31,0,24.828113,102.848095,1998,424,1972,26,88.99,92.71,276.73,-16.31,3.4
-84,-11,-71,2,1650,751630,31,0,24.828123,102.848082,1998,425,1972,26,90.44,94.1,277.27,-16.06,3.4
-87,-9,-73,1.8,1650,751630,31,0,24.828132,102.848075,1998,426,1975,23,91.28,94.13,277.78,-14.16,3.4
-87,-9,-73,1.8,1650,751630,31,0,24.828132,102.848075,1998,427,1975,23,91.28,94.13,277.78,-14.16,3.4
-86,-11,-73,1.9,1650,751630,31,0,24.828142,102.84806,1998,428,1975,23,92.95,95.75,278.27,-13.92,3.4
-86,-11,-73,1.9,1650,751630,31,0,24.828148,102.848043,1998,429,1975,23,94.75,97.5,278.49,-13.66,3.4
-90,-10,-73,1.6,1650,751630,31,0,24.828152,102.848033,1998,430,1975,23,95.82,98.54,278.64,-13.52,3.4
-90,-10,-73,1.6,1650,751630,31,0,24.828158,102.848025,1998,431,1975,23,96.73,99.43,278.92,-13.4,3.4
-86,-11,-73,1.9,1650,751630,31,0,24.828165,102.848015,1998,432,1975,23,97.86,100.53,279.24,-13.25,3.4
-86,-11,-73,1.9,1650,751630,31,0,24.82818,102.847993,1998,433,1975,23,100.35,102.95,279.89,-12.93,3.4
-88,-10,-77,1.7,1650,751630,31,0,24.828187,102.847985,1998,434,1975,23,101.29,103.87,280.21,-12.81,3.4
-88,-10,-77,1.7,1650,751630,31,0,24.828192,102.847975,1998,435,1975,23,102.39,104.94,280.39,-12.68,3.4
-85,-10,-77,1.9,1650,751630,31,0,24.828197,102.847963,1998,436,1975,23,103.69,106.21,280.54,-12.53,3.4
-85,-10,-77,1.9,1650,751630,31,0,24.828202,102.847952,1998,437,1975,23,104.89,107.38,280.7,-12.39,3.4
-85,-8,-77,1.8,1650,751630,31,0,24.828222,102.847918,1998,438,1975,23,108.71,111.12,281.41,-11.96,3.4
-85,-8,-77,1.8,1650,751630,31,0,24.828228,102.847905,1998,439,1975,23,110.14,112.52,281.59,-11.81,3.4
-86,-12,-77,1.9,1650,751630,31,0,24.828232,102.847893,1998,440,1975,23,111.42,113.77,281.67,-11.68,3.4
-84,-9,-75,14.7,1650,751630,31,0,24.828235,102.84788,1998,441,1975,23,112.77,115.09,281.68,-11.54,3.4
-85,-8,-75,1.8,1650,751630,31,0,24.828237,102.847867,1998,442,1975,23,114.11,116.4,281.65,-11.41,3.4
-85,-8,-75,1.8,1650,751630,31,0,24.828238,102.847857,1998,443,1975,23,115.12,117.4,281.6,-11.31,3.4
-83,-9,-75,1.9,1650,751630,31,0,24.828238,102.847857,1998,444,1975,23,115.12,117.4,281.6,-11.31,3.4
-83,-9,-75,1.9,1650,751630,31,0,24.828252,102.847838,1998,445,1975,23,117.33,119.56,282.09,-11.11,3.4
-79,-8,-75,2.1,1650,751630,31,0,24.828252,102.847838,1998,446,1975,23,117.33,119.56,282.09,-11.11,3.4
-79,-8,-75,2.1,1650,751630,31,0,24.828262,102.847822,1998,447,1975,23,119.16,121.36,282.4,-10.94,3.4
-84,-11,-75,2,1650,751630,31,0,24.82827,102.847812,1998,448,1975,23,120.36,122.54,282.68,-10.83,3.4
-84,-11,-75,2,1650,751630,31,0,24.828277,102.847803,1998,449,1975,23,121.43,123.59,282.91,-10.74,3.4
-83,-10,-73,2,1650,751630,31,0,24.82828,102.847792,1998,450,1975,23,122.59,124.73,282.93,-10.64,3.4
-83,-10,-73,2,1650,751630,31,0,24.828287,102.847763,1998,451,1975,23,125.62,127.71,282.95,-10.39,3.4
-81,-9,-73,2,1650,751630,31,0,24.82829,102.847748,1998,452,1975,23,127.17,129.23,282.93,-10.27,3.4
-81,-9,-73,2,1650,751630,31,0,24.828292,102.847735,1998,453,1975,23,128.5,130.54,282.88,-10.16,3.4
-85,-10,-73,1.8,1650,751630,31,0,24.82829,102.847722,1998,454,1975,23,129.72,131.74,282.67,-10.07,3.4
-85,-10,-73,1.8,1650,751630,31,0,24.828287,102.847712,1998,455,1975,23,130.62,132.63,282.44,-10,3.4
-81,-8,-73,2,1650,751630,31,0,24.828277,102.847705,1998,456,1975,23,131.06,133.06,281.94,-9.97,3.4
-81,-8,-73,2,1650,751630,31,0,24.828268,102.847698,1998,457,1975,23,131.53,133.53,281.48,-9.93,3.4
-76,-9,-73,2.3,1650,751630,31,0,24.82826,102.847693,1998,458,1975,23,131.83,133.82,281.09,-9.91,3.4
-83,-11,-77,16.5,1650,751630,31,0,24.828252,102.847687,1998,459,1975,23,132.24,134.23,280.7,-9.88,3.4
-86,-8,-77,1.7,1650,751630,31,0,24.828242,102.847662,1998,460,1975,23,134.5,136.45,280.07,-9.72,3.4
-86,-8,-77,1.7,1650,751630,31,0,24.828237,102.84765,1998,461,1975,23,135.59,137.53,279.77,-9.64,3.4
-84,-9,-77,1.9,1650,751630,31,0,24.828237,102.84765,1998,462,1975,23,135.59,137.53,279.77,-9.64,3.4
-84,-9,-77,1.9,1650,751630,31,0,24.828225,102.847635,1998,463,1975,23,136.84,138.76,279.16,-9.56,3.4
-88,-10,-77,1.7,1650,751630,31,0,24.828225,102.847635,1998,464,1975,23,136.84,138.76,279.16,-9.56,3.4
-88,-10,-77,1.7,1650,751630,31,0,24.828202,102.847605,1998,465,1975,23,139.42,141.3,278.02,-9.38,3.4
-88,-10,-77,1.7,1650,751630,31,0,24.8282,102.847595,1998,466,1975,23,140.38,142.25,277.88,-9.32,3.4
-83,-11,-77,11.2,1650,751630,31,0,24.8282,102.847582,1998,467,1975,23,141.68,143.53,277.81,-9.24,3.4
-85,-10,-77,1.9,1650,751630,31,0,24.8282,102.847582,1998,468,1975,23,141.68,143.53,277.81,-9.24,3.4
-85,-10,-77,1.9,1650,751630,31,0,24.828207,102.847558,1998,469,1975,23,144.2,146.02,277.95,-9.08,3.4
-84,-10,-77,1.9,1650,751630,31,0,24.82821,102.847545,1998,470,1975,23,145.55,147.36,278,-8.99,3.4
-84,-10,-77,1.9,1650,751630,31,0,24.828213,102.847533,1998,471,1975,23,146.8,148.59,278.05,-8.92,3.4
-85,-9,-77,1.8,1650,751630,31,0,24.828217,102.847523,1998,472,1975,23,147.86,149.64,278.15,-8.86,3.4
-85,-9,-77,1.8,1650,751630,31,0,24.828222,102.84751,1998,473,1975,23,149.25,151.01,278.27,-8.77,3.4
-88,-11,-77,1.8,1650,751630,31,0,24.828227,102.8475,1998,474,1975,23,150.33,152.08,278.41,-8.71,3.4
-88,-11,-77,1.8,1650,751630,31,0,24.828235,102.847475,1998,475,1975,23,152.97,154.69,278.57,-8.56,3.4
-87,-11,-77,1.8,1650,751630,31,0,24.828238,102.847463,1998,476,1975,23,154.22,155.93,278.61,-8.5,3.4
-87,-11,-77,1.8,1650,751630,31,0,24.828238,102.847463,1998,477,1975,23,154.22,155.93,278.61,-8.5,3.4
-83,-10,-77,2,1650,751630,31,0,24.828242,102.847453,1998,478,1975,23,155.29,156.98,278.71,-8.44,3.4
-83,-10,-77,2,1650,751630,31,0,24.828245,102.847438,1998,479,1975,23,156.84,158.52,278.73,-8.36,3.4
-83,-10,-77,2,1650,751630,31,0,24.828252,102.84743,1998,480,1975,23,157.77,159.44,278.94,-8.31,3.4
-83,-11,-77,2,1650,751630,31,0,24.82826,102.847423,1998,481,1975,23,158.62,160.28,279.19,-8.26,3.4
-83,-11,-77,2,1650,751630,31,0,24.828268,102.847415,1998,482,1975,23,159.57,161.22,279.43,-8.21,3.4
-83,-11,-77,2,1650,751630,31,0,24.828278,102.847408,1998,483,1975,23,160.47,162.11,279.75,-8.17,3.4
-83,-11,-73,8.2,1650,751630,31,0,24.828287,102.847403,1998,484,1975,23,161.15,162.78,280.04,-8.13,3.4
-76,-8,-73,2.2,1650,751630,31,0,24.828302,102.8474,1998,485,1975,23,161.78,163.41,280.55,-8.1,3.4
-76,-8,-73,2.2,1650,751630,31,0,24.828302,102.8474,1998,486,1975,23,161.78,163.41,280.55,-8.1,3.4
-81,-9,-73,2,1650,751630,31,0,24.82832,102.8474,1998,487,1975,23,162.19,163.81,281.18,-8.08,3.4
-81,-9,-73,2,1650,751630,31,0,24.828337,102.847398,1998,488,1975,23,162.79,164.41,281.77,-8.05,3.4
-79,-10,-73,2.2,1650,751630,31,0,24.828348,102.847395,1998,489,1975,23,163.36,164.97,282.13,-8.03,3.4
-79,-10,-73,2.2,1650,751630,31,0,24.82836,102.847383,1998,490,1975,23,164.85,166.45,282.45,-7.95,3.4
-82,-11,-73,2.1,1650,751630,31,0,24.828372,102.847377,1998,491,1975,23,165.76,167.35,282.82,-7.91,3.4
-82,-11,-73,2.1,1650,751630,31,0,24.828372,102.847377,1998,492,1975,23,165.76,167.35,282.82,-7.91,3.4
-78,-14,-77,2.4,1650,751630,21,0,24.828402,102.847365,1998,493,1979,19,167.76,168.83,283.74,-6.47,3.4
-78,-14,-77,2.4,1650,751630,21,0,24.828418,102.84736,1998,494,1979,19,168.72,169.79,284.24,-6.43,3.4
-78,-14,-77,2.4,1650,751630,21,0,24.828443,102.847347,1998,495,1979,19,170.74,171.79,284.96,-6.36,3.4
-78,-11,-77,2.3,1650,751630,31,0,24.828443,102.847347,1998,496,1979,19,170.74,171.79,284.96,-6.36,3.4
-78,-11,-77,2.3,1650,751630,31,0,24.828455,102.847342,1998,497,1979,19,171.6,172.65,285.31,-6.33,3.4
-84,-14,-77,2.1,1650,751630,31,0,24.828455,102.847342,1998,498,1979,19,171.6,172.65,285.31,-6.33,3.4
-84,-14,-77,2.1,1650,751630,31,0,24.828462,102.84733,1998,499,1979,19,172.99,174.03,285.43,-6.28,3.4
-79,-9,-73,2.1,1650,751630,31,0,24.82846,102.847353,1998,500,1979,19,170.7,171.75,285.57,-6.36,3.4
-79,-9,-73,2.1,1650,751630,31,0,24.828453,102.847383,1998,501,1979,19,167.57,168.64,285.62,-6.48,3.4
-81,-11,-73,2.1,1650,751630,31,0,24.828452,102.847398,1998,502,1979,19,166.09,167.17,285.72,-6.53,3.4
-82,-12,-71,11.5,1650,751630,31,0,24.828447,102.847415,1998,503,1979,19,164.29,165.39,285.72,-6.61,3.4
-85,-12,-71,2,1650,751630,31,0,24.828445,102.847425,1998,504,1979,19,163.25,164.35,285.74,-6.65,3.4
-85,-12,-71,2,1650,751630,31,0,24.828447,102.847442,1998,505,1979,19,161.68,162.79,285.98,-6.71,3.4
-84,-11,-71,2,1650,751630,31,0,24.828443,102.847452,1998,506,1979,19,160.58,161.7,285.94,-6.76,3.4
-84,-11,-71,2,1650,751630,31,0,24.828442,102.847467,1998,507,1979,19,159.1,160.23,286.06,-6.82,3.4
-85,-11,-71,1.9,1650,751630,31,0,24.828438,102.847482,1998,508,1979,19,157.52,158.66,286.07,-6.89,3.4
-85,-11,-71,1.9,1650,751630,31,0,24.828435,102.847495,1998,509,1979,19,156.17,157.32,286.09,-6.94,3.4
-85,-9,-71,1.9,1650,751630,31,0,24.828433,102.847505,1998,510,1979,19,155.14,156.3,286.13,-6.99,3.4
-85,-9,-71,1.9,1650,751630,31,0,24.828432,102.847515,1998,511,1979,19,154.14,155.31,286.2,-7.04,3.4
-80,-7,-69,2,1650,751630,31,0,24.828433,102.847525,1998,512,1979,19,153.21,154.38,286.34,-7.08,3.4
-80,-7,-69,2,1650,751630,31,0,24.828435,102.847535,1998,513,1979,19,152.32,153.5,286.52,-7.12,3.4
-87,-10,-69,1.8,1650,751630,31,0,24.828477,102.847582,1998,514,1979,19,149.36,150.56,288.62,-7.26,3.4
-87,-10,-69,1.8,1650,751630,31,0,24.828483,102.84759,1998,515,1979,19,148.83,150.04,288.94,-7.28,3.4
-86,-11,-69,1.9,1650,751630,31,0,24.828492,102.847598,1998,516,1979,19,148.43,149.64,289.38,-7.3,3.4
-86,-11,-69,1.9,1650,751630,31,0,24.828492,102.847598,1998,517,1979,19,148.43,149.64,289.38,-7.3,3.4
-87,-10,-69,1.8,1650,751630,31,0,24.8285,102.847612,1998,518,1979,19,147.43,148.65,289.87,-7.35,3.4
-87,-10,-69,1.8,1650,751630,31,0,24.828497,102.847622,1998,519,1979,19,146.37,147.6,289.89,-7.4,3.4
-81,-9,-77,2,1650,751630,31,0,24.828492,102.847633,1998,520,1979,19,145.13,146.37,289.85,-7.47,3.4
-81,-9,-77,2,1650,751630,31,0,24.828482,102.847653,1998,521,1979,19,142.85,144.11,289.74,-7.58,3.4
-83,-9,-77,1.9,1650,751630,31,0,24.828475,102.847665,1998,522,1979,19,141.43,142.7,289.64,-7.66,3.4
-83,-9,-77,1.9,1650,751630,31,0,24.828468,102.847675,1998,523,1979,19,140.21,141.49,289.5,-7.72,3.4
-85,-10,-77,1.9,1650,751630,31,0,24.82846,102.847687,1998,524,1979,19,138.76,140.05,289.36,-7.8,3.4
-85,-10,-77,1.9,1650,751630,31,0,24.828452,102.847698,1998,525,1979,19,137.4,138.71,289.19,-7.88,3.4
-86,-9,-77,1.8,1650,751630,31,0,24.828445,102.847712,1998,526,1979,19,135.8,137.12,289.1,-7.97,3.4
-86,-9,-77,1.8,1650,751630,31,0,24.828445,102.847712,1998,527,1979,19,135.8,137.12,289.1,-7.97,3.4
-82,-8,-77,1.9,1650,751630,31,0,24.82844,102.847732,1998,528,1978,20,133.72,135.21,289.18,-8.51,3.4
-82,-9,-73,17,1650,751630,31,0,24.828438,102.847753,1998,529,1978,20,131.66,133.17,289.41,-8.65,3.4
-82,-9,-73,17,1650,751630,31,0,24.828438,102.847753,1998,530,1978,20,131.66,133.17,289.41,-8.65,3.4
-74,-8,-73,2.4,1650,751630,31,0,24.82843,102.847777,1998,531,1978,20,129.07,130.61,289.42,-8.82,3.4
-77,-8,-73,2.2,1650,751630,31,0,24.828433,102.847802,1998,532,1978,20,126.84,128.41,289.94,-8.97,3.4
-77,-8,-73,2.2,1650,751630,31,0,24.828435,102.847813,1998,533,1978,20,125.89,127.47,290.2,-9.04,3.4
-81,-8,-73,2,1650,751630,31,0,24.828435,102.847827,1998,534,1978,20,124.58,126.18,290.43,-9.13,3.4
-81,-8,-73,2,1650,751630,31,0,24.828435,102.847848,1998,535,1978,20,122.62,124.24,290.78,-9.27,3.4
-82,-8,-73,1.9,1650,751630,31,0,24.828435,102.84786,1998,536,1978,20,121.5,123.14,290.99,-9.36,3.4
-85,-9,-73,1.9,1650,751630,31,0,24.828428,102.847885,1998,537,1978,20,118.87,120.54,291.1,-9.56,3.4
-85,-9,-73,1.9,1650,751630,31,0,24.828427,102.847895,1998,538,1978,20,117.9,119.58,291.24,-9.64,3.4
-85,-9,-73,1.9,1650,751630,31,0,24.828427,102.847895,1998,539,1978,20,117.9,119.58,291.24,-9.64,3.4
-84,-10,-73,2,1650,751630,31,0,24.828425,102.847915,1998,540,1978,20,115.95,117.66,291.51,-9.79,3.4
-84,-10,-73,2,1650,751630,31,0,24.82843,102.84794,1998,541,1978,20,113.86,115.6,292.22,-9.97,3.4
-85,-9,-73,1.8,1650,751630,31,0,24.828432,102.847952,1998,542,1978,20,112.84,114.6,292.56,-10.06,3.4
-84,-9,-77,1.9,1650,751630,31,0,24.828432,102.847965,1998,543,1978,20,111.65,113.43,292.82,-10.16,3.4
-84,-9,-77,1.9,1650,751630,31,0,24.828433,102.84799,1998,544,1978,20,109.41,111.22,293.39,-10.37,3.4
-82,-9,-77,2,1650,751630,31,0,24.828435,102.848005,1998,545,1978,20,108.14,109.97,293.81,-10.49,3.4
-82,-9,-77,2,1650,751630,31,0,24.828443,102.84803,1998,546,1977,21,106.26,108.32,294.78,-11.19,3.4
-82,-9,-77,2,1650,751630,31,0,24.828445,102.84804,1998,547,1977,21,105.46,107.53,295.11,-11.27,3.4
-82,-9,-77,2,1650,751630,31,0,24.828447,102.848053,1998,548,1977,21,104.4,106.49,295.53,-11.38,3.4
-80,-9,-77,2,1650,751630,31,0,24.828447,102.848053,1998,549,1977,21,104.4,106.49,295.53,-11.38,3.4
-80,-9,-77,2,1650,751630,31,0,24.828447,102.84808,1998,550,1977,21,101.99,104.13,296.2,-11.64,3.4
-75,-8,-71,2.3,1650,751630,31,0,24.828445,102.848105,1998,551,1977,21,99.66,101.85,296.75,-11.9,3.4
-75,-8,-71,2.3,1650,751630,31,0,24.828445,102.848118,1998,552,1977,21,98.51,100.72,297.1,-12.04,3.4
-77,-9,-71,2.2,1650,751630,31,0,24.828445,102.848142,1998,553,1977,21,96.41,98.67,297.77,-12.29,3.4
-77,-9,-71,2.2,1650,751630,31,0,24.828442,102.848165,1998,554,1977,21,94.23,96.54,298.28,-12.57,3.4
-86,-11,-71,1.9,1650,751630,31,0,24.828442,102.848195,1998,555,1977,21,91.63,94.01,299.2,-12.91,3.4
-86,-11,-71,1.9,1650,751630,31,0,24.828442,102.848207,1998,556,1977,21,90.6,93,299.58,-13.05,3.4
-78,-10,-67,2.2,1650,751630,31,0,24.828443,102.848222,1998,557,1977,21,89.37,91.8,300.13,-13.22,3.4
-78,-10,-67,2.2,1650,751630,31,0,24.828447,102.848238,1998,558,1977,21,88.26,90.72,300.91,-13.38,3.4
-79,-10,-67,2.2,1650,751630,31,0,24.828447,102.848267,1998,559,1977,21,85.82,88.35,301.94,-13.75,3.4
-79,-10,-67,2.2,1650,751630,31,0,24.828448,102.848282,1998,560,1977,21,84.63,87.2,302.56,-13.93,3.4
-79,-12,-67,2.3,1650,751630,31,0,24.828448,102.848295,1998,561,1977,21,83.56,86.16,303.06,-14.1,3.4
-83,-9,-67,1.9,1650,751630,31,0,24.828445,102.848325,1998,562,1977,21,80.91,83.59,304.08,-14.55,3.4
-86,-10,-77,1.8,1650,751630,31,0,24.828448,102.848352,1998,563,1977,21,78.94,81.69,305.41,-14.89,3.4
-86,-12,-77,1.9,1650,751630,31,0,24.828455,102.848377,1998,564,1977,21,77.45,80.25,306.98,-15.16,3.4
-84,-9,-77,1.9,1650,751630,31,0,24.828468,102.848417,1998,565,1977,21,75.34,78.21,309.73,-15.56,3.4
-89,-10,-77,1.7,1650,751630,31,0,24.82848,102.848433,1998,566,1977,21,75.07,77.95,311.3,-15.61,3.4
-90,-13,-79,1.8,1650,751630,31,0,24.82849,102.848457,1998,567,1977,21,74.13,77.05,313.21,-15.8,3.4
-88,-12,-79,1.8,1650,751630,31,0,24.828495,102.848468,1998,568,1977,21,73.76,76.69,314.13,-15.87,3.4
-87,-9,-79,1.8,1650,751630,21,0,24.82852,102.848508,1998,569,1977,21,73.17,76.12,317.95,-15.99,3.4
-87,-9,-79,1.8,1650,751630,21,0,24.828533,102.848515,1998,570,1977,21,73.85,76.78,319.1,-15.85,3.4
-90,-10,-79,1.7,1650,751630,21,0,24.828548,102.848517,1998,571,1977,21,75.03,77.91,320.03,-15.61,3.4
-90,-10,-79,1.7,1650,751630,21,0,24.828558,102.84852,1998,572,1977,21,75.73,78.59,320.73,-15.47,3.4
-86,-9,-79,1.7,1650,751630,21,0,24.828583,102.848527,1998,573,1977,21,77.56,80.35,322.42,-15.12,3.4
-88,-10,-79,1.7,1650,751630,21,0,24.828603,102.848538,1998,574,1977,21,78.77,81.52,324.05,-14.9,3.4
-92,-12,-79,1.6,1650,751630,21,0,24.828623,102.848555,1998,575,1977,21,79.71,82.43,326.03,-14.73,3.4
-93,-13,-79,1.7,1650,751630,21,0,24.828648,102.848582,1998,576,1977,21,80.73,83.42,328.83,-14.55,3.4
-95,-14,-79,1.6,1650,751630,21,0,24.828653,102.848605,1998,577,1977,21,80.12,82.83,330.55,-14.65,3.4
-96,-13,-79,1.5,1650,751630,21,0,24.828662,102.848628,1998,578,1980,18,79.98,81.98,332.46,-12.65,3.4
-93,-14,-79,1.7,1650,751630,31,0,24.82866,102.84866,1998,579,1980,18,78.44,80.48,334.65,-12.89,3.4
-95,-12,-83,1.5,1650,751630,31,0,24.828657,102.848698,1998,580,1977,21,76.69,79.51,337.35,-15.27,3.4
-97,-13,-83,1.5,1650,751630,31,0,24.828653,102.84872,1998,581,1977,21,75.51,78.38,338.91,-15.49,3.4
-99,-17,-83,1.5,1650,751630,31,0,24.828647,102.848737,1998,582,1977,21,74.32,77.23,340.07,-15.73,3.4
-99,-17,-83,1.5,1650,751630,31,0,24.828647,102.848752,1998,583,1977,21,73.86,76.79,341.27,-15.82,3.4
-96,-11,-83,1.4,1650,751630,31,0,24.828655,102.84876,1998,584,1977,21,74.48,77.38,342.13,-15.7,3.4
-97,-12,-87,1.4,1650,751630,21,0,24.828675,102.848795,1998,585,1980,18,75.71,77.82,345.42,-13.33,3.4
-98,-14,-87,1.5,1650,751630,21,0,24.828683,102.848808,1998,586,1980,18,76.28,78.37,346.63,-13.23,3.4
-98,-13,-87,1.4,1650,751630,21,0,24.828693,102.84882,1998,587,1980,18,77.12,79.19,347.77,-13.09,3.4
-98,-13,-87,1.4,1650,751630,21,0,24.82871,102.848838,1998,588,1980,18,78.65,80.68,349.48,-12.85,3.4
-99,-15,-87,1.4,1650,751630,21,0,24.828708,102.848848,1998,589,1980,18,78.26,80.3,350.25,-12.91,3.4
-93,-14,-87,3.7,1650,751630,21,0,24.828708,102.848848,1998,590,1980,18,78.26,80.3,350.25,-12.91,3.4
-101,-11,-80,1.2,1650,751630,21,0,24.828466,102.848609,1998,591,1977,21,62.2,65.65,321.79,-18.62,3.4
-100,-11,-89,1.2,1650,751630,21,0,24.828475,102.848611,1998,592,1977,21,62.89,66.3,322.49,-18.43,3.4
-100,-12,-89,1.2,1650,751630,21,0,24.828475,102.848611,1998,593,1977,21,62.89,66.3,322.49,-18.43,3.4
-100,-12,-89,1.2,1650,751630,21,0,24.828475,102.848611,1998,594,1977,21,62.89,66.3,322.49,-18.43,3.4
-100,-12,-89,1.2,1650,751630,21,0,24.828475,102.848611,1998,595,1977,21,62.89,66.3,322.49,-18.43,3.4
-98,-11,-89,1.3,1650,751630,21,0,24.828475,102.848611,1998,596,1977,21,62.89,66.3,322.49,-18.43,3.4
-98,-11,-89,1.3,1650,751630,21,0,24.828475,102.848611,1998,597,1977,21,62.89,66.3,322.49,-18.43,3.4
-99,-11,-89,1.2,1650,751630,21,0,24.828475,102.848611,1998,598,1977,21,62.89,66.3,322.49,-18.43,3.4
-97,-11,-87,4,1650,751630,21,0,24.828475,102.848611,1998,599,1977,21,62.89,66.3,322.49,-18.43,3.4
-99,-12,-87,1.3,1650,751630,21,0,24.828475,102.848611,1998,600,1977,21,62.89,66.3,322.49,-18.43,3.4
-101,-14,-87,1.3,1650,751630,21,0,24.828475,102.848611,1998,601,1977,21,62.89,66.3,322.49,-18.43,3.4
-101,-14,-87,1.3,1650,751630,21,0,24.828475,102.848611,1998,602,1977,21,62.89,66.3,322.49,-18.43,3.4
-97,-10,-87,1.3,1650,751630,21,0,24.828475,102.848611,1998,603,1977,21,62.89,66.3,322.49,-18.43,3.4
-97,-10,-87,1.3,1650,751630,21,0,24.828475,102.848611,1998,604,1977,21,62.89,66.3,322.49,-18.43,3.4
-97,-10,-87,1.3,1650,751630,21,0,24.828475,102.848611,1998,605,1977,21,62.89,66.3,322.49,-18.43,3.4
-100,-13,-87,1.3,1650,751630,21,0,24.828475,102.848611,1998,606,1977,21,62.89,66.3,322.49,-18.43,3.4
-100,-13,-89,1.3,1650,751630,21,0,24.828475,102.848611,1998,607,1977,21,62.89,66.3,322.49,-18.43,3.4
-102,-15,-89,1.3,1650,751630,21,0,24.828475,102.848611,1998,608,1977,21,62.89,66.3,322.49,-18.43,3.4
-102,-15,-89,1.3,1650,751630,21,0,24.828475,102.848611,1998,609,1977,21,62.89,66.3,322.49,-18.43,3.4
-76,-11,-69,2.4,1650,751630,31,0,24.828537,102.846948,1998,610,1978,20,212.38,213.32,284.62,-5.39,3.4
-76,-11,-69,2.4,1650,751630,31,0,24.828568,102.846935,1998,611,1978,20,214.61,215.54,285.35,-5.33,3.4
-72,-11,-69,2.6,1650,751630,31,0,24.828615,102.84691,1998,612,1978,20,218.57,219.48,286.38,-5.23,3.4
-72,-11,-69,2.6,1650,751630,31,0,24.828655,102.846878,1998,613,1978,20,223.03,223.92,287.15,-5.13,3.4
-81,-11,-69,2.1,1650,751630,31,0,24.8287,102.846833,1998,614,1978,20,228.96,229.83,287.91,-5,3.4
