Longitude,Latitude,id,RSRP,L,FB,PCI,RSRQ,RSSI,RSP,D,SINR,Hb,Hm,Husr,deltaH,LOS,UCI,CCI
12.515601,55.780263,9706,-99.66,695.155711,811,64,-21.03,-80.16,18,695.7396873370927,-8.44,60,1.5,41.0,19.0,False,14,14
12.515605,55.780262,9707,-99.66,695.0568059999999,811,64,-21.03,-80.16,18,695.6408653658306,-8.44,60,1.5,41.0,19.0,False,14,14
12.515607,55.780262,9708,-99.66,694.968146,811,64,-21.03,-80.16,18,695.5522798141614,-8.44,60,1.5,41.0,19.0,False,14,14
12.51561,55.780261,9709,-99.66,694.913679,811,64,-21.03,-80.16,18,695.4978585598341,-8.44,60,1.5,41.0,19.0,False,14,14
12.515613,55.780261,9710,-99.66,694.780752,811,64,-21.03,-80.16,18,695.3650432324632,-8.44,60,1.5,41.0,19.0,False,14,14
12.515615,55.78026,9711,-99.66,694.7706820000001,811,64,-21.03,-80.16,18,695.3549816940591,-8.44,60,1.5,41.0,19.0,False,14,14
12.515618,55.78026,9712,-94.71,694.6378119999999,811,64,-16.31,-71.89,18,695.2222233646931,3.14,60,1.5,41.0,19.0,False,14,14
12.51562,55.780259,9713,-94.71,694.627814,811,64,-16.31,-71.89,18,695.2122337692415,3.14,60,1.5,41.0,19.0,False,14,14
12.515623,55.780259,9714,-94.71,694.495001,811,64,-16.31,-71.89,18,695.0795324378283,3.14,60,1.5,41.0,19.0,False,14,14
12.515625,55.780258,9715,-94.71,694.485075,811,64,-16.31,-71.89,18,695.0696147852786,3.14,60,1.5,41.0,19.0,False,14,14
12.515628,55.780258,9716,-94.71,694.3523200000001,811,64,-16.31,-71.89,18,694.9369714509241,3.14,60,1.5,41.0,19.0,False,14,14
12.51563,55.780257,9717,-94.71,694.3424660000001,811,64,-16.31,-71.89,18,694.9271257412256,3.14,60,1.5,41.0,19.0,False,14,14
12.515634,55.780257,9718,-94.71,694.16554,811,64,-16.31,-71.89,18,694.7503486314286,3.14,60,1.5,41.0,19.0,False,14,14
12.515636,55.780256,9719,-94.71,694.15577,811,64,-16.31,-71.89,18,694.7405868554772,3.14,60,1.5,41.0,19.0,False,14,14
12.515669,55.780251,9720,-101.19,693.092545,811,64,-22.24,-80.83,18,693.6782582253655,-8.54,60,1.5,41.0,19.0,False,14,14
12.515672,55.78025,9721,-101.19,693.039176,811,64,-22.24,-80.83,18,693.6249342914073,-8.54,60,1.5,41.0,19.0,False,14,14
12.515675,55.78025,9722,-101.19,692.90694,811,64,-22.24,-80.83,18,693.4928099844752,-8.54,60,1.5,41.0,19.0,False,14,14
12.515677,55.780249,9723,-101.19,692.897739,811,64,-22.24,-80.83,18,693.4836167576796,-8.54,60,1.5,41.0,19.0,False,14,14
12.51568,55.780249,9724,-101.19,692.76556,811,64,-22.24,-80.83,18,693.3515494481235,-8.54,60,1.5,41.0,19.0,False,14,14
12.515683,55.780249,9725,-101.19,692.633407,811,64,-22.24,-80.83,18,693.21950815916,-8.54,60,1.5,41.0,19.0,False,14,14
12.515689,55.780248,9726,-102.6,692.4481890000001,811,64,-23.39,-86.98,18,693.0344467985555,-14.01,60,1.5,41.0,19.0,False,14,14
12.515693,55.780248,9727,-102.6,692.272113,811,64,-23.39,-86.98,18,692.858519784151,-14.01,60,1.5,41.0,19.0,False,14,14
12.515697,55.780247,9728,-102.6,692.175143,811,64,-23.39,-86.98,18,692.76163186703,-14.01,60,1.5,41.0,19.0,False,14,14
12.5157,55.780247,9729,-102.6,692.0431649999999,811,64,-23.39,-86.98,18,692.6297656202895,-14.01,60,1.5,41.0,19.0,False,14,14
12.516112,55.780726,9730,-97.83,636.3285910000001,811,64,-20.85,-78.78,18,636.9665028273037,-9.77,60,1.5,42.0,18.0,False,14,14
12.516113,55.780727,9731,-97.83,636.206595,811,64,-20.85,-78.78,18,636.8446290277511,-9.77,60,1.5,42.0,18.0,False,14,14
12.516114,55.780728,9732,-97.83,636.084601,811,64,-20.85,-78.78,18,636.7227572729981,-9.77,60,1.5,42.0,18.0,False,14,14
12.516115,55.780729,9733,-97.83,635.962609,811,64,-20.85,-78.78,18,636.6008875630688,-9.77,60,1.5,42.0,18.0,False,14,14
12.516116,55.780729,9734,-97.83,635.917297,811,64,-20.85,-78.78,18,636.5556209977146,-9.77,60,1.5,42.0,18.0,False,14,14
12.516117,55.78073,9735,-97.83,635.795305,811,64,-20.85,-78.78,18,636.43375135205,-9.77,60,1.5,42.0,18.0,False,14,14
12.516118,55.780731,9736,-97.46,635.673315,811,64,-19.96,-76.94,18,636.3118837512696,-7.46,60,1.5,42.0,18.0,False,14,14
12.516119,55.780732,9737,-97.46,635.551328,811,64,-19.96,-76.94,18,636.1900191943942,-7.46,60,1.5,42.0,18.0,False,14,14
12.51612,55.780733,9738,-97.46,635.429342,811,64,-19.96,-76.94,18,636.0681556834559,-7.46,60,1.5,42.0,18.0,False,14,14
12.51612,55.780734,9739,-97.46,635.352684,811,64,-19.96,-76.94,18,635.9915746816177,-7.46,60,1.5,42.0,18.0,False,14,14
12.516121,55.780735,9740,-97.46,635.2307059999999,811,64,-19.96,-76.94,18,635.8697192391365,-7.46,60,1.5,42.0,18.0,False,14,14
12.516122,55.780736,9741,-97.46,635.10873,811,64,-19.96,-76.94,18,635.7478658416503,-7.46,60,1.5,42.0,18.0,False,14,14
12.516123,55.780737,9742,-97.46,634.986756,811,64,-19.96,-76.94,18,635.6260144891834,-7.46,60,1.5,42.0,18.0,False,14,14
12.516124,55.780738,9743,-97.46,634.864784,811,64,-19.96,-76.94,18,635.5041651817608,-7.46,60,1.5,42.0,18.0,False,14,14
12.516127,55.780739,9744,-94.97,634.652142,811,64,-17.52,-71.99,18,635.2917371925973,2.01,60,1.5,42.0,18.0,False,14,14
12.516129,55.78074,9745,-94.97,634.484835,811,64,-17.52,-71.99,18,635.124598677281,2.01,60,1.5,42.0,18.0,False,14,14
12.51613,55.780741,9746,-94.97,634.362863,811,64,-17.52,-71.99,18,635.0027495637769,2.01,60,1.5,42.0,18.0,False,14,14
12.516132,55.780742,9747,-94.97,634.195556,811,64,-17.52,-71.99,18,634.8356112019467,2.01,60,1.5,42.0,18.0,False,14,14
12.516134,55.780742,9748,-94.97,634.104891,811,64,-17.52,-71.99,18,634.7450376254404,2.01,60,1.5,42.0,18.0,False,14,14
12.516136,55.780743,9749,-94.97,633.937585,811,64,-17.52,-71.99,18,634.5779003996532,2.01,60,1.5,42.0,18.0,False,14,14
12.516137,55.780744,9750,-94.97,633.815609,811,64,-17.52,-71.99,18,634.4560475021425,2.01,60,1.5,42.0,18.0,False,14,14
12.516139,55.780745,9751,-94.97,633.648302,811,64,-17.52,-71.99,18,634.288909431249,2.01,60,1.5,42.0,18.0,False,14,14
12.516141,55.780746,9752,-99.97,633.480996,811,64,-26.19,-77.98,18,634.1217724484408,-12.34,60,1.5,42.0,18.0,False,14,14
12.516143,55.780747,9753,-99.97,633.3136900000001,811,64,-26.19,-77.98,18,633.9546355547975,-12.34,60,1.5,42.0,18.0,False,14,14
12.516144,55.780747,9754,-99.97,633.2683609999999,811,64,-26.19,-77.98,18,633.9093523869373,-12.34,60,1.5,42.0,18.0,False,14,14
12.516146,55.780748,9755,-99.97,633.101055,811,64,-26.19,-77.98,18,633.7422156067189,-12.34,60,1.5,42.0,18.0,False,14,14
12.516149,55.780749,9756,-99.97,632.888424,811,64,-26.19,-77.98,18,633.5297997988758,-12.34,60,1.5,42.0,18.0,False,14,14
12.516152,55.780749,9757,-99.97,632.752466,811,64,-26.19,-77.98,18,633.3939794701882,-12.34,60,1.5,42.0,18.0,False,14,14
12.516155,55.780749,9758,-99.97,632.616535,811,64,-26.19,-77.98,18,633.2581861732276,-12.34,60,1.5,42.0,18.0,False,14,14
12.516158,55.78075,9759,-99.97,632.4039270000001,811,64,-26.19,-77.98,18,633.0457936713752,-12.34,60,1.5,42.0,18.0,False,14,14
12.516528,55.78077,9760,-99.73,614.275526,811,64,-18.12,-74.45,18,614.9363152738474,3.35,60,1.5,43.0,17.0,False,14,14
12.51653,55.780773,9761,-99.73,613.9513039999999,811,64,-18.12,-74.45,18,614.6124418552722,3.35,60,1.5,43.0,17.0,False,14,14
12.516532,55.780775,9762,-99.73,613.705643,811,64,-18.12,-74.45,18,614.36704521812,3.35,60,1.5,43.0,17.0,False,14,14
12.516534,55.780778,9763,-98.83,613.3814749999999,811,64,-18.53,-76.58,18,614.0432263881554,1.47,60,1.5,43.0,17.0,False,14,14
12.516535,55.780781,9764,-98.83,613.101663,811,64,-18.53,-76.58,18,613.7637160775844,1.47,60,1.5,43.0,17.0,False,14,14
12.516537,55.780784,9765,-98.83,612.7775770000001,811,64,-18.53,-76.58,18,613.439979846432,1.47,60,1.5,43.0,17.0,False,14,14
12.516538,55.780787,9766,-98.83,612.497872,811,64,-18.53,-76.58,18,613.1605770143155,1.47,60,1.5,43.0,17.0,False,14,14
12.51654,55.78079,9767,-98.83,612.173868,811,64,-18.53,-76.58,18,612.8369233834409,1.47,60,1.5,43.0,17.0,False,14,14
12.516542,55.780793,9768,-98.83,611.8498999999999,811,64,-18.53,-76.58,18,612.5133060840474,1.47,60,1.5,43.0,17.0,False,14,14
12.516543,55.780797,9769,-98.83,611.4919749999999,811,64,-18.53,-76.58,18,612.155768975022,1.47,60,1.5,43.0,17.0,False,14,14
12.516545,55.7808,9770,-98.83,611.168109,811,64,-18.53,-76.58,18,611.832254346431,1.47,60,1.5,43.0,17.0,False,14,14
12.516547,55.780804,9771,-99.56,610.765954,811,64,-21.09,-73.88,18,611.4305361735952,2.17,60,1.5,43.0,17.0,False,14,14
12.516548,55.780807,9772,-99.56,610.4866079999999,811,64,-21.09,-73.88,18,611.1514939418422,2.17,60,1.5,43.0,17.0,False,14,14
12.51655,55.78081,9773,-99.56,610.1628810000001,811,64,-21.09,-73.88,18,610.8281193185366,2.17,60,1.5,43.0,17.0,False,14,14
12.516552,55.780813,9774,-99.56,609.83919,811,64,-21.09,-73.88,18,610.5047810294823,2.17,60,1.5,43.0,17.0,False,14,14
12.516553,55.780817,9775,-99.56,609.481773,811,64,-21.09,-73.88,18,610.1477539245911,2.17,60,1.5,43.0,17.0,False,14,14
12.516555,55.78082,9776,-99.56,609.158186,811,64,-21.09,-73.88,18,609.824520309581,2.17,60,1.5,43.0,17.0,False,14,14
12.516557,55.780823,9777,-99.56,608.834635,811,64,-21.09,-73.88,18,609.5013230302156,2.17,60,1.5,43.0,17.0,False,14,14
12.516559,55.780827,9778,-99.56,608.432962,811,64,-21.09,-73.88,18,609.1000896799255,2.17,60,1.5,43.0,17.0,False,14,14
12.516561,55.78083,9779,-97.23,608.109504,811,64,-23.82,-74.45,18,608.7769861411698,2.57,60,1.5,43.0,17.0,False,14,14
12.516562,55.780834,9780,-97.23,607.752512,811,64,-23.82,-74.45,18,608.4203857879107,2.57,60,1.5,43.0,17.0,False,14,14
12.516564,55.780837,9781,-97.23,607.4291579999999,811,64,-23.82,-74.45,18,608.0973869279401,2.57,60,1.5,43.0,17.0,False,14,14
12.516566,55.780841,9782,-97.23,607.027787,811,64,-23.82,-74.45,18,607.6964572795512,2.57,60,1.5,43.0,17.0,False,14,14
12.516568,55.780844,9783,-97.23,606.704527,811,64,-23.82,-74.45,18,607.3735531633673,2.57,60,1.5,43.0,17.0,False,14,14
12.51657,55.780847,9784,-97.23,606.381304,811,64,-23.82,-74.45,18,607.0506863851983,2.57,60,1.5,43.0,17.0,False,14,14
12.516571,55.780851,9785,-97.23,606.02474,811,64,-23.82,-74.45,18,606.694515791982,2.57,60,1.5,43.0,17.0,False,14,14
12.516573,55.780854,9786,-97.23,605.701622,811,64,-23.82,-74.45,18,606.3717546962679,2.57,60,1.5,43.0,17.0,False,14,14
12.516576,55.78086,9787,-95.55,605.100139,811,64,-20.94,-69.3,18,605.7709370858091,1.79,60,1.5,43.0,17.0,False,14,14
12.516578,55.780863,9788,-95.55,604.777144,811,64,-20.94,-69.3,18,605.4482999437663,1.79,60,1.5,43.0,17.0,False,14,14
12.51658,55.780867,9789,-95.55,604.376323,811,64,-20.94,-69.3,18,605.0479235589527,1.79,60,1.5,43.0,17.0,False,14,14
12.516582,55.780871,9790,-95.55,603.975589,811,64,-20.94,-69.3,18,604.6476346665858,1.79,60,1.5,43.0,17.0,False,14,14
12.516584,55.780874,9791,-95.55,603.652746,811,64,-20.94,-69.3,18,604.3251506873931,1.79,60,1.5,43.0,17.0,False,14,14
12.516758,55.781177,9792,-100.06,572.536119,811,64,-22.21,-78.44,18,573.2450240164167,-6.52,60,1.5,43.0,17.0,False,14,14
12.51676,55.78118,9793,-100.06,572.2177939999999,811,64,-22.21,-78.44,18,572.9270928924782,-6.52,60,1.5,43.0,17.0,False,14,14
12.516762,55.781183,9794,-100.06,571.8995140000001,811,64,-22.21,-78.44,18,572.6092071504232,-6.52,60,1.5,43.0,17.0,False,14,14
12.516764,55.781187,9795,-100.06,571.505865,811,64,-22.21,-78.44,18,572.2160463753164,-6.52,60,1.5,43.0,17.0,False,14,14
12.516766,55.78119,9796,-100.06,571.1876980000001,811,64,-22.21,-78.44,18,571.8982744741754,-6.52,60,1.5,43.0,17.0,False,14,14
12.516769,55.781195,9797,-95.98,570.672859,811,64,-19.76,-70.96,18,571.3840757312317,4.42,60,1.5,43.0,17.0,False,14,14
12.516771,55.781199,9798,-95.98,570.2795000000001,811,64,-19.76,-70.96,18,570.9912066925813,4.42,60,1.5,43.0,17.0,False,14,14
12.516773,55.781202,9799,-95.98,569.961526,811,64,-19.76,-70.96,18,570.6736292490207,4.42,60,1.5,43.0,17.0,False,14,14
12.516774,55.781206,9800,-95.98,569.614403,811,64,-19.76,-70.96,18,570.3269396627223,4.42,60,1.5,43.0,17.0,False,14,14
12.516776,55.781209,9801,-95.98,569.296556,811,64,-19.76,-70.96,18,570.0094899854398,4.42,60,1.5,43.0,17.0,False,14,14
12.517482,55.78166,9802,-95.7,502.890531,811,64,-18.17,-72.35,18,503.6974649226081,1.86,60,1.5,42.0,18.0,False,14,14
12.51748,55.781656,9803,-95.7,503.280171,811,64,-18.17,-72.35,18,504.08648119324647,1.86,60,1.5,42.0,18.0,False,14,14
12.517478,55.781653,9804,-95.7,503.595798,811,64,-18.17,-72.35,18,504.4016036485776,1.86,60,1.5,42.0,18.0,False,14,14
12.517475,55.781649,9805,-95.7,504.032258,811,64,-18.17,-72.35,18,504.8373669852288,1.86,60,1.5,42.0,18.0,False,14,14
12.517473,55.781645,9806,-95.7,504.422204,811,64,-18.17,-72.35,18,505.2266915833106,1.86,60,1.5,42.0,18.0,False,14,14
12.51747,55.781639,9807,-100.14,505.007351,811,64,-19.83,-75.86,18,505.8109079132609,2.1,60,1.5,42.0,18.0,False,14,14
12.517468,55.781635,9808,-100.14,505.397601,811,64,-19.83,-75.86,18,506.200538419859,2.1,60,1.5,42.0,18.0,False,14,14
12.517465,55.781631,9809,-100.14,505.834499,811,64,-19.83,-75.86,18,506.6367440075591,2.1,60,1.5,42.0,18.0,False,14,14
12.517463,55.781627,9810,-100.14,506.224971,811,64,-19.83,-75.86,18,507.0265981819404,2.1,60,1.5,42.0,18.0,False,14,14
12.517461,55.781623,9811,-100.14,506.615564,811,64,-19.83,-75.86,18,507.4165741154284,2.1,60,1.5,42.0,18.0,False,14,14
12.517328,55.781386,9812,-98.02,530.621256,811,64,-21.15,-72.38,18,531.3860812243934,1.57,60,1.5,42.0,18.0,False,14,14
12.517326,55.781382,9813,-98.02,531.0183539999999,811,64,-21.15,-72.38,18,531.7826081067989,1.57,60,1.5,42.0,18.0,False,14,14
12.517323,55.781377,9814,-98.02,531.5375369999999,811,64,-21.15,-72.38,18,532.301045687519,1.57,60,1.5,42.0,18.0,False,14,14
12.517321,55.781373,9815,-98.02,531.934862,811,64,-21.15,-72.38,18,532.6978012071751,1.57,60,1.5,42.0,18.0,False,14,14
12.517318,55.781369,9816,-98.02,532.3775790000001,811,64,-21.15,-72.38,18,533.1398846662115,1.57,60,1.5,42.0,18.0,False,14,14
12.517314,55.781362,9817,-97.19,533.095927,811,64,-17.79,-71.32,18,533.8572069233395,2.61,60,1.5,42.0,18.0,False,14,14
12.517312,55.781358,9818,-97.19,533.493615,811,64,-17.79,-71.32,18,534.2543282424282,2.61,60,1.5,42.0,18.0,False,14,14
12.51731,55.781354,9819,-97.19,533.8914070000001,811,64,-17.79,-71.32,18,534.6515542560778,2.61,60,1.5,42.0,18.0,False,14,14
12.517307,55.78135,9820,-97.19,534.334505,811,64,-17.79,-71.32,18,535.0940227974846,2.61,60,1.5,42.0,18.0,False,14,14
12.517305,55.781346,9821,-97.19,534.732485,811,64,-17.79,-71.32,18,535.491438320236,2.61,60,1.5,42.0,18.0,False,14,14
12.516967,55.780767,9822,-96.54,595.394529,811,64,-19.31,-73.14,18,596.0762494539871,4.04,60,1.5,42.0,18.0,False,14,14
12.516965,55.780764,9823,-96.54,595.723482,811,64,-19.31,-73.14,18,596.4048264444247,4.04,60,1.5,42.0,18.0,False,14,14
12.516963,55.78076,9824,-96.54,596.133618,811,64,-19.31,-73.14,18,596.814494218907,4.04,60,1.5,42.0,18.0,False,14,14
12.516962,55.780757,9825,-96.54,596.419888,811,64,-19.31,-73.14,18,597.1004377840737,4.04,60,1.5,42.0,18.0,False,14,14
12.51696,55.780753,9826,-96.54,596.830164,811,64,-19.31,-73.14,18,597.5102464897709,4.04,60,1.5,42.0,18.0,False,14,14
12.516958,55.78075,9827,-96.54,597.159288,811,64,-19.31,-73.14,18,597.8389960889696,4.04,60,1.5,42.0,18.0,False,14,14
12.516958,55.780748,9828,-96.54,597.3217539999999,811,64,-19.31,-73.14,18,598.001277424753,4.04,60,1.5,42.0,18.0,False,14,14
12.516957,55.780746,9829,-96.54,597.526972,811,64,-19.31,-73.14,18,598.2062623104916,4.04,60,1.5,42.0,18.0,False,14,14
12.516956,55.780744,9830,-95.94,597.732209,811,64,-17.3,-72.07,18,598.4112663344664,3.41,60,1.5,42.0,18.0,False,14,14
12.516955,55.780741,9831,-95.94,598.018753,811,64,-17.3,-72.07,18,598.6974853293397,3.41,60,1.5,42.0,18.0,False,14,14
12.516954,55.780739,9832,-95.94,598.224041,811,64,-17.3,-72.07,18,598.9025406778383,3.41,60,1.5,42.0,18.0,False,14,14
12.516953,55.780737,9833,-95.94,598.429348,811,64,-17.3,-72.07,18,599.107615164175,3.41,60,1.5,42.0,18.0,False,14,14
12.516952,55.780735,9834,-95.94,598.6346729999999,811,64,-17.3,-72.07,18,599.3127077893616,3.41,60,1.5,42.0,18.0,False,14,14
12.516951,55.780732,9835,-95.94,598.921369,811,64,-17.3,-72.07,18,599.5990795897156,3.41,60,1.5,42.0,18.0,False,14,14
12.51695,55.78073,9836,-95.94,599.126746,811,64,-17.3,-72.07,18,599.8042245370973,3.41,60,1.5,42.0,18.0,False,14,14
12.516949,55.780728,9837,-95.94,599.332141,811,64,-17.3,-72.07,18,600.0093876229303,3.41,60,1.5,42.0,18.0,False,14,14
12.516947,55.780724,9838,-96.55,599.7429880000001,811,64,-17.07,-73.21,18,600.4197712060857,3.11,60,1.5,42.0,18.0,False,14,14
12.516946,55.780722,9839,-96.55,599.94844,811,64,-17.07,-73.21,18,600.6249917031705,3.11,60,1.5,42.0,18.0,False,14,14
12.516946,55.78072,9840,-96.55,600.111305,811,64,-17.07,-73.21,18,600.7876732996467,3.11,60,1.5,42.0,18.0,False,14,14
12.516945,55.780719,9841,-96.55,600.235351,811,64,-17.07,-73.21,18,600.9115796771545,3.11,60,1.5,42.0,18.0,False,14,14
12.516945,55.780717,9842,-96.55,600.398262,811,64,-17.07,-73.21,18,601.0743073968648,3.11,60,1.5,42.0,18.0,False,14,14
12.516944,55.780716,9843,-96.55,600.522317,811,64,-17.07,-73.21,18,601.1982228974472,3.11,60,1.5,42.0,18.0,False,14,14
12.516944,55.780714,9844,-96.55,600.685274,811,64,-17.07,-73.21,18,601.3609967402734,3.11,60,1.5,42.0,18.0,False,14,14
12.516943,55.780713,9845,-96.55,600.809338,811,64,-17.07,-73.21,18,601.4849213637847,3.11,60,1.5,42.0,18.0,False,14,14
12.516943,55.780712,9846,-97.5,600.890834,811,64,-23.92,-72.36,18,601.5663258404809,5.28,60,1.5,42.0,18.0,False,14,14
12.516942,55.78071,9847,-97.5,601.096414,811,64,-23.92,-72.36,18,601.771675075904,5.28,60,1.5,42.0,18.0,False,14,14
12.516942,55.780709,9848,-97.5,601.177933,811,64,-23.92,-72.36,18,601.8531026140453,5.28,60,1.5,42.0,18.0,False,14,14
12.516941,55.780707,9849,-97.5,601.383544,811,64,-23.92,-72.36,18,602.0584830346634,5.28,60,1.5,42.0,18.0,False,14,14
12.516941,55.780706,9850,-97.5,601.465086,811,64,-23.92,-72.36,18,602.1399336341906,5.28,60,1.5,42.0,18.0,False,14,14
12.51694,55.780705,9851,-97.5,601.5891730000001,811,64,-23.92,-72.36,18,602.2638815924661,5.28,60,1.5,42.0,18.0,False,14,14
12.51694,55.780704,9852,-97.5,601.6707289999999,811,64,-23.92,-72.36,18,602.3453462386767,5.28,60,1.5,42.0,18.0,False,14,14
12.51694,55.780703,9853,-97.5,601.752293,811,64,-23.92,-72.36,18,602.426818900651,5.28,60,1.5,42.0,18.0,False,14,14
12.51694,55.780702,9854,-97.29,601.833868,811,64,-23.62,-73.83,18,602.508302575028,2.56,60,1.5,42.0,18.0,False,14,14
12.51694,55.780701,9855,-97.29,601.915451,811,64,-23.62,-73.83,18,602.5897942651645,2.56,60,1.5,42.0,18.0,False,14,14
12.51694,55.7807,9856,-97.29,601.997045,811,64,-23.62,-73.83,18,602.6712969677019,2.56,60,1.5,42.0,18.0,False,14,14
12.51694,55.7807,9857,-97.29,601.997045,811,64,-23.62,-73.83,18,602.6712969677019,2.56,60,1.5,42.0,18.0,False,14,14
12.51694,55.780699,9858,-97.29,602.078647,811,64,-23.62,-73.83,18,602.7528076859954,2.56,60,1.5,42.0,18.0,False,14,14
12.51694,55.780698,9859,-97.29,602.16026,811,64,-23.62,-73.83,18,602.8343294166878,2.56,60,1.5,42.0,18.0,False,14,14
12.51694,55.780697,9860,-97.29,602.241881,811,64,-23.62,-73.83,18,602.9158591631325,2.56,60,1.5,42.0,18.0,False,14,14
12.51694,55.780697,9861,-97.29,602.241881,811,64,-23.62,-73.83,18,602.9158591631325,2.56,60,1.5,42.0,18.0,False,14,14
12.51694,55.780673,9862,-99.48,604.203638,811,64,-25.5,-74.28,18,604.8754302932423,1.43,60,1.5,42.0,18.0,False,14,14
12.516942,55.780671,9863,-99.48,604.282685,811,64,-25.5,-74.28,18,604.9543895128039,1.43,60,1.5,42.0,18.0,False,14,14
12.516943,55.780668,9864,-99.48,604.4860600000001,811,64,-25.5,-74.28,18,605.1575387734368,1.43,60,1.5,42.0,18.0,False,14,14
12.516945,55.780665,9865,-95.97,604.647266,811,64,-21.59,-71.09,18,605.3185659479434,3.61,60,1.5,42.0,18.0,False,14,14
12.516946,55.780663,9866,-95.97,604.768921,811,64,-21.59,-71.09,18,605.4400860593096,3.61,60,1.5,42.0,18.0,False,14,14
12.516948,55.78066,9867,-95.97,604.930396,811,64,-21.59,-71.09,18,605.6013821027135,3.61,60,1.5,42.0,18.0,False,14,14
12.516949,55.780657,9868,-95.97,605.1342669999999,811,64,-21.59,-71.09,18,605.8050272964291,3.61,60,1.5,42.0,18.0,False,14,14
12.51695,55.780655,9869,-95.97,605.256177,811,64,-21.59,-71.09,18,605.9268023422097,3.61,60,1.5,42.0,18.0,False,14,14
12.516952,55.780652,9870,-95.97,605.418065,811,64,-21.59,-71.09,18,606.0885112162614,3.61,60,1.5,42.0,18.0,False,14,14
12.516953,55.780649,9871,-95.97,605.6222879999999,811,64,-21.59,-71.09,18,606.2925083838286,3.61,60,1.5,42.0,18.0,False,14,14
12.516955,55.780647,9872,-95.97,605.7022979999999,811,64,-21.59,-71.09,18,606.3724299491862,3.61,60,1.5,42.0,18.0,False,14,14
12.51873,55.779469,9873,-94.77,650.3892510000001,811,64,-19.16,-70.19,18,651.0133852820087,2.15,60,1.5,36.0,24.0,False,14,14
12.518718,55.779471,9874,-94.94,650.534777,811,64,-19.34,-70.37,18,651.1587717956656,1.44,60,1.5,36.0,24.0,False,14,14
12.518711,55.779473,9875,-94.94,650.5377159999999,811,64,-19.34,-70.37,18,651.1617079792826,1.44,60,1.5,36.0,24.0,False,14,14
12.518704,55.779474,9876,-94.94,650.639833,811,64,-19.34,-70.37,18,651.2637271384518,1.44,60,1.5,36.0,24.0,False,14,14
12.518692,55.779476,9877,-94.94,650.787368,811,64,-19.34,-70.37,18,651.4111208356575,1.44,60,1.5,36.0,24.0,False,14,14
12.518685,55.779478,9878,-94.94,650.7915899999999,811,64,-19.34,-70.37,18,651.4153387929455,1.44,60,1.5,36.0,24.0,False,14,14
12.518678,55.77948,9879,-94.94,650.7961829999999,811,64,-19.34,-70.37,18,651.4199273950478,1.44,60,1.5,36.0,24.0,False,14,14
12.518672,55.779482,9880,-94.94,650.772233,811,64,-19.34,-70.37,18,651.3960003283765,1.44,60,1.5,36.0,24.0,False,14,14
12.518666,55.779484,9881,-94.94,650.748574,811,64,-19.34,-70.37,18,651.372363984713,1.44,60,1.5,36.0,24.0,False,14,14
12.518661,55.779486,9882,-94.1,650.6962229999999,811,64,-19.42,-70.59,18,651.3200631229362,2.15,60,1.5,36.0,24.0,False,14,14
12.518655,55.779487,9883,-94.1,650.77165,811,64,-19.42,-70.59,18,651.3954178866493,2.15,60,1.5,36.0,24.0,False,14,14
12.518649,55.779489,9884,-94.1,650.7487950000001,811,64,-19.42,-70.59,18,651.3725847730715,2.15,60,1.5,36.0,24.0,False,14,14
12.518643,55.779491,9885,-94.1,650.7262310000001,811,64,-19.42,-70.59,18,651.3500423823318,2.15,60,1.5,36.0,24.0,False,14,14
12.518637,55.779493,9886,-94.1,650.703959,811,64,-19.42,-70.59,18,651.327791713415,2.15,60,1.5,36.0,24.0,False,14,14
12.518631,55.779495,9887,-94.1,650.6819780000001,811,64,-19.42,-70.59,18,651.3058317672218,2.15,60,1.5,36.0,24.0,False,14,14
12.518625,55.779497,9888,-94.1,650.6602889999999,811,64,-19.42,-70.59,18,651.2841635427377,2.15,60,1.5,36.0,24.0,False,14,14
12.518619,55.779499,9889,-94.1,650.638892,811,64,-19.42,-70.59,18,651.2627870399074,2.15,60,1.5,36.0,24.0,False,14,14
12.518612,55.779502,9890,-94.0,650.548771,811,64,-20.25,-69.19,18,651.1727523857325,2.8,60,1.5,36.0,24.0,False,14,14
12.518607,55.779503,9891,-94.0,650.596974,811,64,-20.25,-69.19,18,651.2209091989881,2.8,60,1.5,36.0,24.0,False,14,14
12.518603,55.779505,9892,-94.0,650.517768,811,64,-20.25,-69.19,18,651.1417790955376,2.8,60,1.5,36.0,24.0,False,14,14
12.518598,55.779507,9893,-94.0,650.468092,811,64,-20.25,-69.19,18,651.0921507053516,2.8,60,1.5,36.0,24.0,False,14,14
12.518593,55.779508,9894,-94.0,650.5168180000001,811,64,-20.25,-69.19,18,651.140830005956,2.8,60,1.5,36.0,24.0,False,14,14
12.518589,55.77951,9895,-94.0,650.438129,811,64,-20.25,-69.19,18,651.0622164256044,2.8,60,1.5,36.0,24.0,False,14,14
12.518584,55.779512,9896,-94.0,650.389058,811,64,-20.25,-69.19,18,651.0131924670401,2.8,60,1.5,36.0,24.0,False,14,14
12.518579,55.779513,9897,-94.0,650.438306,811,64,-20.25,-69.19,18,651.062393255938,2.8,60,1.5,36.0,24.0,False,14,14
12.518574,55.779515,9898,-88.19,650.389651,811,64,-15.67,-66.03,18,651.013784898524,6.2,60,1.5,36.0,24.0,False,14,14
